concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept,include,prev
44500162,From descendants,"Teratoma, malignant, NOS, of ovary",Condition,ICDO3,standard,n,n
44500697,From descendants,"Astrocytoma, NOS, of ovary",Condition,ICDO3,standard,n,n
44500698,From descendants,"CNS embryonal tumor, NOS, of ovary",Condition,ICDO3,standard,n,n
44502052,From descendants,Germinoma of ovary,Condition,ICDO3,standard,n,n
44502582,From descendants,"Seminoma, NOS, of ovary",Condition,ICDO3,standard,n,n
44502731,From descendants,Teratoma with malignant transformation of ovary,Condition,ICDO3,standard,n,n
4116073,From initial search,Malignant epithelial tumor of ovary,Condition,SNOMED,standard,y,y
4116074,From initial search,Malignant sex cord tumor of ovary,Condition,SNOMED,standard,y,y
44501034,From initial search,"Brenner tumor, malignant of ovary",Condition,ICDO3,standard,y,y
42512021,From initial search,"Mixed tumor, malignant, NOS, of ovary",Condition,ICDO3,standard,y,y
4181351,From initial search,Malignant tumor of ovary,Condition,SNOMED,standard,y,y
602306,From descendants,Right ovarian primary mucinous cystadenocarcinoma,Condition,SNOMED,standard,y,y
602307,From descendants,Left ovarian primary mucinous cystadenocarcinoma,Condition,SNOMED,standard,y,y
602310,From descendants,Right ovarian primary endometrioid carcinoma,Condition,SNOMED,standard,y,y
602311,From descendants,Left ovarian primary endometrioid carcinoma,Condition,SNOMED,standard,y,y
4110863,From descendants,Undifferentiated carcinoma of ovary,Condition,SNOMED,standard,y,y
4112856,From descendants,Mucinous cystadenocarcinoma of ovary,Condition,SNOMED,standard,y,y
4112857,From descendants,Endometrioid carcinoma ovary,Condition,SNOMED,standard,y,y
4198275,From descendants,Cystadenocarcinoma of ovary,Condition,SNOMED,standard,y,y
35621826,From descendants,Clear cell adenocarcinoma of ovary,Condition,SNOMED,standard,y,y
36403096,From descendants,Papillary pseudomucinous cystadenocarcinoma of ovary,Condition,ICDO3,standard,y,y
36517442,From descendants,Adenocarcinoma in tubulovillous adenoma of ovary,Condition,ICDO3,standard,y,y
36518615,From descendants,Carcinoma simplex of ovary,Condition,ICDO3,standard,y,y
36522016,From descendants,Adenoid cystic carcinoma of ovary,Condition,ICDO3,standard,y,y
36524110,From descendants,Villous adenocarcinoma of ovary,Condition,ICDO3,standard,y,y
36527293,From descendants,Superficial spreading adenocarcinoma of ovary,Condition,ICDO3,standard,y,y
36527913,From descendants,Sebaceous carcinoma of ovary,Condition,ICDO3,standard,y,y
36528200,From descendants,Polygonal cell carcinoma of ovary,Condition,ICDO3,standard,y,y
36533456,From descendants,Myoepithelial carcinoma of ovary,Condition,ICDO3,standard,y,y
36533493,From descendants,Adenocarcinoma with apocrine metaplasia of ovary,Condition,ICDO3,standard,y,y
36541361,From descendants,"Epithelioma, malignant of ovary",Condition,ICDO3,standard,y,y
36546343,From descendants,"Mucinous carcinoma, gastric type of ovary",Condition,ICDO3,standard,y,y
36546706,From descendants,"Endometrioid adenocarcinoma, secretory variant of ovary",Condition,ICDO3,standard,y,y
36548557,From descendants,Pleomorphic carcinoma of ovary,Condition,ICDO3,standard,y,y
36549054,From descendants,"Solid carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
36550763,From descendants,"Spindle cell carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
36550888,From descendants,"Squamous cell carcinoma, microinvasive of ovary",Condition,ICDO3,standard,y,y
36551702,From descendants,Glassy cell carcinoma of ovary,Condition,ICDO3,standard,y,y
36555833,From descendants,Adenocarcinoma with cartilaginous and osseous metaplasia of ovary,Condition,ICDO3,standard,y,y
36557481,From descendants,Adenocarcinoid tumor of ovary,Condition,ICDO3,standard,y,y
36560084,From descendants,Epithelial-myoepithelial carcinoma of ovary,Condition,ICDO3,standard,y,y
36562083,From descendants,"Squamous cell carcinoma, spindle cell of ovary",Condition,ICDO3,standard,y,y
36562826,From descendants,"Squamous cell carcinoma, adenoid of ovary",Condition,ICDO3,standard,y,y
36564919,From descendants,Basal cell adenocarcinoma of ovary,Condition,ICDO3,standard,y,y
36565806,From descendants,"Verrucous carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
36567568,From descendants,Hepatoid adenocarcinoma of ovary,Condition,ICDO3,standard,y,y
37116598,From descendants,Primary mucinous adenocarcinoma of ovary,Condition,SNOMED,standard,y,y
42512613,From descendants,"Papillary carcinoma, follicular variant of ovary",Condition,ICDO3,standard,y,y
42512706,From descendants,"Adenocarcinoma, intestinal type of ovary",Condition,ICDO3,standard,y,y
44499443,From descendants,"Serous carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
44499710,From descendants,"Large cell carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
44500047,From descendants,"Carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
44500057,From descendants,"Adenocarcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
44500069,From descendants,Papillary mucinous cystadenocarcinoma of ovary,Condition,ICDO3,standard,y,y
44500115,From descendants,"Carcinoma, anaplastic, NOS, of ovary",Condition,ICDO3,standard,y,y
44500675,From descendants,"Metaplastic carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
44500878,From descendants,High grade serous carcinoma of ovary,Condition,ICDO3,standard,y,y
44500986,From descendants,"Squamous cell carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
44501017,From descendants,Mucinous cystic neoplasm with high grade dysplasia of ovary,Condition,ICDO3,standard,y,y
44501472,From descendants,Non-small cell carcinoma of ovary,Condition,ICDO3,standard,y,y
44501486,From descendants,Scirrhous adenocarcinoma of ovary,Condition,ICDO3,standard,y,y
44501497,From descendants,Adenocarcinoma with mixed subtypes of ovary,Condition,ICDO3,standard,y,y
44501638,From descendants,"Papillary adenocarcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
44501646,From descendants,"Endometrioid adenofibroma, malignant of ovary",Condition,ICDO3,standard,y,y
44501671,From descendants,Serous adenocarcinofibroma of ovary,Condition,ICDO3,standard,y,y
44501799,From descendants,Adenocarcinoma in villous adenoma of ovary,Condition,ICDO3,standard,y,y
44502118,From descendants,Adenosquamous carcinoma of ovary,Condition,ICDO3,standard,y,y
44502604,From descendants,Papillary squamous cell carcinoma of ovary,Condition,ICDO3,standard,y,y
44502626,From descendants,Mixed cell adenocarcinoma of ovary,Condition,ICDO3,standard,y,y
44502628,From descendants,"Papillary cystadenocarcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
44502635,From descendants,Adenocarcinoma with squamous metaplasia of ovary,Condition,ICDO3,standard,y,y
44502916,From descendants,"Papillary carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
44502948,From descendants,Oxyphilic adenocarcinoma of ovary,Condition,ICDO3,standard,y,y
44503112,From descendants,Mucinous adenocarcinofibroma of ovary,Condition,ICDO3,standard,y,y
44503153,From descendants,Clear cell adenocarcinofibroma of ovary,Condition,ICDO3,standard,y,y
44505868,From descendants,"Adenocarcinoma, metastatic, NOS, of ovary",Condition,ICDO3,standard,y,y
200051,From descendants,Primary malignant neoplasm of ovary,Condition,SNOMED,standard,y,y
602308,From descendants,Primary serous papillary cystadenocarcinoma of right ovary,Condition,SNOMED,standard,y,y
602309,From descendants,Primary serous papillary cystadenocarcinoma of left ovary,Condition,SNOMED,standard,y,y
3177517,From descendants,Metastatic adenocarcinoma of ovary,Condition,Nebraska Lexicon,standard,y,y
4112855,From descendants,Serous papillary cystadenocarcinoma ovary,Condition,SNOMED,standard,y,y
4281028,From descendants,Malignant tumor involving left ovary by direct extension from fallopian tube,Condition,SNOMED,standard,y,y
4281033,From descendants,Malignant tumor involving right ovary by direct extension from fallopian tube,Condition,SNOMED,standard,y,y
4283749,From descendants,Malignant tumor involving right ovary by direct extension from left ovary,Condition,SNOMED,standard,y,y
4289392,From descendants,Primary malignant neoplasm of right ovary,Condition,SNOMED,standard,y,y
4289681,From descendants,Primary malignant neoplasm of left ovary,Condition,SNOMED,standard,y,y
4307838,From descendants,"Ovarian cancer, disseminated",Condition,SNOMED,standard,y,y
36403162,From descendants,"Serous borderline tumor, micropapillary variant of ovary",Condition,ICDO3,standard,y,y
36521027,From descendants,"Medullary carcinoma, NOS, of ovary",Condition,ICDO3,standard,y,y
36712933,From descendants,Primary malignant neoplasm of both ovaries,Condition,SNOMED,standard,y,y
36716618,From descendants,Primary high grade serous adenocarcinoma of ovary,Condition,SNOMED,standard,y,y
36717228,From descendants,Primary low grade serous adenocarcinoma of ovary,Condition,SNOMED,standard,y,y
37208178,From descendants,Recurrent ovarian cancer,Condition,SNOMED,standard,n,y
42512888,From descendants,Seromucinous carcinoma of ovary,Condition,ICDO3,standard,y,y
44501089,From descendants,Mucin-producing adenocarcinoma of ovary,Condition,ICDO3,standard,y,y
44502729,From descendants,Mullerian mixed tumor of ovary,Condition,ICDO3,standard,y,y
44502732,From descendants,"Struma ovarii, malignant of ovary",Condition,ICDO3,standard,y,y
201801,From orphan concepts,Primary malignant neoplasm of fallopian tube,Condition,SNOMED,standard,y,y
4178969,From orphan concepts,Malignant tumor of fallopian tube,Condition,SNOMED,standard,y,y
200052,From orphan concepts,Primary malignant neoplasm of uterine adnexa,Condition,SNOMED,standard,y,y
44500067,From orphan concepts,"Serous carcinoma, NOS, of fallopian tube",Condition,ICDO3,standard,y,y
