concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept,include,prev
36538611,From descendants,Adenocarcinoma in villous adenoma of ureteric orifice,Condition,ICDO3,standard,n,n
36542626,From descendants,"Epithelioma, malignant of ureteric orifice",Condition,ICDO3,standard,n,n
36544194,From descendants,Malignant mastocytosis of ureteric orifice,Condition,ICDO3,standard,n,n
36547214,From descendants,Malignant histiocytosis of ureteric orifice,Condition,ICDO3,standard,n,n
36548213,From descendants,Carcinoma simplex of ureteric orifice,Condition,ICDO3,standard,n,n
36554947,From descendants,"Medullary carcinoma, NOS, of ureteric orifice",Condition,ICDO3,standard,n,n
36556295,From descendants,Mucin-producing adenocarcinoma of ureteric orifice,Condition,ICDO3,standard,n,n
36556543,From descendants,"Verrucous carcinoma, NOS, of ureteric orifice",Condition,ICDO3,standard,n,n
36557874,From descendants,"Solid carcinoma, NOS, of ureteric orifice",Condition,ICDO3,standard,n,n
36557886,From descendants,Basaloid carcinoma of ureteric orifice,Condition,ICDO3,standard,n,n
36560630,From descendants,"Adenocarcinoma, NOS, of ureteric orifice",Condition,ICDO3,standard,n,n
36561624,From descendants,Lymphoepithelial carcinoma of ureteric orifice,Condition,ICDO3,standard,n,n
36563071,From descendants,Myoepithelial carcinoma of ureteric orifice,Condition,ICDO3,standard,n,n
36566521,From descendants,"Papillary adenocarcinoma, NOS, of ureteric orifice",Condition,ICDO3,standard,n,n
36567430,From descendants,"Paraganglioma, NOS, of ureteric orifice",Condition,ICDO3,standard,n,n
44500970,From descendants,"Carcinoma, NOS, of ureteric orifice",Condition,ICDO3,standard,n,n
44501258,From descendants,Papillary urothelial carcinoma of ureteric orifice,Condition,ICDO3,standard,n,n
36517360,From descendants,Malignant histiocytosis of anterior wall of bladder,Condition,ICDO3,standard,n,n
36527891,From descendants,"Paraganglioma, NOS, of anterior wall of bladder",Condition,ICDO3,standard,n,n
36536621,From descendants,Malignant mastocytosis of anterior wall of bladder,Condition,ICDO3,standard,n,n
36545867,From descendants,"Solitary fibrous tumor, malignant of anterior wall of bladder",Condition,ICDO3,standard,n,n
36546791,From descendants,Malignant fibrous histiocytoma of anterior wall of bladder,Condition,ICDO3,standard,n,n
36559966,From descendants,Mesodermal mixed tumor of anterior wall of bladder,Condition,ICDO3,standard,n,n
4312566,From descendants,Primary malignant neoplasm of rectovesical septum,Condition,SNOMED,standard,n,n
36518159,From descendants,"Mesodermal mixed tumor of bladder, NOS",Condition,ICDO3,standard,n,n
36518319,From descendants,"Mullerian mixed tumor of bladder, NOS",Condition,ICDO3,standard,n,n
36519179,From descendants,"Small cell carcinoma, NOS, of bladder neck",Condition,ICDO3,standard,n,n
36522238,From descendants,Malignant histiocytosis of bladder neck,Condition,ICDO3,standard,n,n
36522856,From descendants,"Solitary fibrous tumor, malignant of trigone of bladder",Condition,ICDO3,standard,n,n
36522992,From descendants,Granular cell carcinoma of dome of bladder,Condition,ICDO3,standard,n,n
36523143,From descendants,"Carcinoma, NOS, of urachus",Condition,ICDO3,standard,n,n
36523191,From descendants,"Small cell carcinoma, NOS, of overlapping lesion of bladder",Condition,ICDO3,standard,n,n
36524602,From descendants,"Granular cell carcinoma of bladder, NOS",Condition,ICDO3,standard,n,n
36529933,From descendants,Malignant histiocytosis of trigone of bladder,Condition,ICDO3,standard,n,n
36530402,From descendants,Mullerian mixed tumor of overlapping lesion of bladder,Condition,ICDO3,standard,n,n
36530614,From descendants,"Solitary fibrous tumor, malignant of dome of bladder",Condition,ICDO3,standard,n,n
36530644,From descendants,"Solitary fibrous tumor, malignant of overlapping lesion of bladder",Condition,ICDO3,standard,n,n
36530887,From descendants,"Malignant mastocytosis of bladder, NOS",Condition,ICDO3,standard,n,n
36531385,From descendants,Malignant mastocytosis of overlapping lesion of bladder,Condition,ICDO3,standard,n,n
36533400,From descendants,Mesodermal mixed tumor of overlapping lesion of bladder,Condition,ICDO3,standard,n,n
36534074,From descendants,"Paraganglioma, NOS, of bladder neck",Condition,ICDO3,standard,n,n
36535479,From descendants,Malignant fibrous histiocytoma of trigone of bladder,Condition,ICDO3,standard,n,n
36537042,From descendants,Malignant histiocytosis of dome of bladder,Condition,ICDO3,standard,n,n
36537714,From descendants,Malignant mastocytosis of bladder neck,Condition,ICDO3,standard,n,n
36539139,From descendants,Malignant mastocytosis of dome of bladder,Condition,ICDO3,standard,n,n
36543128,From descendants,Mullerian mixed tumor of bladder neck,Condition,ICDO3,standard,n,n
36545774,From descendants,Malignant fibrous histiocytoma of overlapping lesion of bladder,Condition,ICDO3,standard,n,n
36548214,From descendants,Mesodermal mixed tumor of trigone of bladder,Condition,ICDO3,standard,n,n
36550223,From descendants,Mesodermal mixed tumor of bladder neck,Condition,ICDO3,standard,n,n
36550251,From descendants,"Small cell carcinoma, fusiform cell of bladder, NOS",Condition,ICDO3,standard,n,n
36554559,From descendants,"Paraganglioma, NOS, of dome of bladder",Condition,ICDO3,standard,n,n
36554683,From descendants,"Solitary fibrous tumor, malignant of bladder neck",Condition,ICDO3,standard,n,n
36554786,From descendants,"Paraganglioma, NOS, of bladder, NOS",Condition,ICDO3,standard,n,n
36556734,From descendants,"Paraganglioma, NOS, of overlapping lesion of bladder",Condition,ICDO3,standard,n,n
36557864,From descendants,Granular cell carcinoma of bladder neck,Condition,ICDO3,standard,n,n
36557893,From descendants,Malignant mastocytosis of trigone of bladder,Condition,ICDO3,standard,n,n
36558055,From descendants,Granular cell carcinoma of overlapping lesion of bladder,Condition,ICDO3,standard,n,n
36559035,From descendants,"Paraganglioma, NOS, of trigone of bladder",Condition,ICDO3,standard,n,n
36559879,From descendants,"Malignant fibrous histiocytoma of bladder, NOS",Condition,ICDO3,standard,n,n
36560421,From descendants,"Solitary fibrous tumor, malignant of bladder, NOS",Condition,ICDO3,standard,n,n
36561259,From descendants,"Small cell carcinoma, fusiform cell of dome of bladder",Condition,ICDO3,standard,n,n
36562555,From descendants,"Small cell carcinoma, fusiform cell of bladder neck",Condition,ICDO3,standard,n,n
36562940,From descendants,Malignant histiocytosis of overlapping lesion of bladder,Condition,ICDO3,standard,n,n
36563867,From descendants,Mesodermal mixed tumor of dome of bladder,Condition,ICDO3,standard,n,n
36564354,From descendants,Malignant fibrous histiocytoma of bladder neck,Condition,ICDO3,standard,n,n
36565518,From descendants,"Malignant histiocytosis of bladder, NOS",Condition,ICDO3,standard,n,n
36567084,From descendants,"Small cell carcinoma, fusiform cell of overlapping lesion of bladder",Condition,ICDO3,standard,n,n
42511623,From descendants,"Combined small cell carcinoma of bladder, NOS",Condition,ICDO3,standard,n,n
42511755,From descendants,"Rhabdoid tumor, NOS, of bladder, NOS",Condition,ICDO3,standard,n,n
42512159,From descendants,"Germinoma of bladder, NOS",Condition,ICDO3,standard,n,n
42512545,From descendants,Combined small cell carcinoma of overlapping lesion of bladder,Condition,ICDO3,standard,n,n
42512761,From descendants,"CNS embryonal tumor, NOS, of bladder, NOS",Condition,ICDO3,standard,n,n
42512842,From descendants,Combined small cell carcinoma of dome of bladder,Condition,ICDO3,standard,n,n
42512857,From descendants,"Pheochromocytoma, NOS, of overlapping lesion of bladder",Condition,ICDO3,standard,n,n
44500266,From descendants,Malignant fibrous histiocytoma of dome of bladder,Condition,ICDO3,standard,n,n
44501250,From descendants,"Small cell carcinoma, NOS, of bladder, NOS",Condition,ICDO3,standard,n,n
44502684,From descendants,"Small cell carcinoma, NOS, of dome of bladder",Condition,ICDO3,standard,n,n
4162998,From descendants,Carcinoma of gallbladder,Condition,SNOMED,standard,n,n
36402490,From descendants,"Papillary adenocarcinoma in situ, NOS, of gallbladder",Condition,ICDO3,standard,n,n
36521903,From descendants,Glassy cell carcinoma of gallbladder,Condition,ICDO3,standard,n,n
36522486,From descendants,Papillary squamous cell carcinoma of gallbladder,Condition,ICDO3,standard,n,n
36523697,From descendants,Mucinous cystic neoplasm with high grade dysplasia of gallbladder,Condition,ICDO3,standard,n,n
36524081,From descendants,Villous adenocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
36524221,From descendants,"Squamous cell carcinoma, spindle cell of gallbladder",Condition,ICDO3,standard,n,n
36526896,From descendants,Adenocarcinoma with mixed subtypes of gallbladder,Condition,ICDO3,standard,n,n
36527120,From descendants,Superficial spreading adenocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
36527848,From descendants,"Metaplastic carcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
36529800,From descendants,"Carcinoma, anaplastic, NOS, of gallbladder",Condition,ICDO3,standard,n,n
36530890,From descendants,Adenocarcinoma in villous adenoma of gallbladder,Condition,ICDO3,standard,n,n
36531295,From descendants,Epithelial-myoepithelial carcinoma of gallbladder,Condition,ICDO3,standard,n,n
36531555,From descendants,Malignant histiocytosis of gallbladder,Condition,ICDO3,standard,n,n
36536374,From descendants,Perihilar cholangiocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
36537486,From descendants,"Epithelioma, malignant of gallbladder",Condition,ICDO3,standard,n,n
36538765,From descendants,"Verrucous carcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
36540954,From descendants,Adenocarcinoma in tubulovillous adenoma of gallbladder,Condition,ICDO3,standard,n,n
36541793,From descendants,"Large cell carcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
36544573,From descendants,"Squamous cell carcinoma, microinvasive of gallbladder",Condition,ICDO3,standard,n,n
36549845,From descendants,Adenocarcinoma in adenomatous polyp of gallbladder,Condition,ICDO3,standard,n,n
36552097,From descendants,Adenocarcinoma with cartilaginous and osseous metaplasia of gallbladder,Condition,ICDO3,standard,n,n
36553170,From descendants,Adenocarcinoma with squamous metaplasia of gallbladder,Condition,ICDO3,standard,n,n
36554080,From descendants,Basal cell adenocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
36555511,From descendants,"Squamous cell carcinoma, adenoid of gallbladder",Condition,ICDO3,standard,n,n
36555785,From descendants,Hepatoid adenocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
36559080,From descendants,Scirrhous adenocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
36559443,From descendants,Myoepithelial carcinoma of gallbladder,Condition,ICDO3,standard,n,n
36559939,From descendants,"Small cell carcinoma, fusiform cell of gallbladder",Condition,ICDO3,standard,n,n
36560644,From descendants,Adenocarcinoma with apocrine metaplasia of gallbladder,Condition,ICDO3,standard,n,n
36560843,From descendants,Bile duct cystadenocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
36562758,From descendants,Malignant mastocytosis of gallbladder,Condition,ICDO3,standard,n,n
36566531,From descendants,"Papillary carcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
36567729,From descendants,Intraductal papillary adenocarcinoma with invasion of gallbladder,Condition,ICDO3,standard,n,n
37018657,From descendants,Primary adenocarcinoma of gallbladder,Condition,SNOMED,standard,n,n
42511852,From descendants,Pancreatobiliary type carcinoma of gallbladder,Condition,ICDO3,standard,n,n
42511884,From descendants,"Solitary fibrous tumor, malignant of gallbladder",Condition,ICDO3,standard,n,n
42512694,From descendants,Combined small cell carcinoma of gallbladder,Condition,ICDO3,standard,n,n
42512754,From descendants,"Extra-adrenal paraganglioma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
44499505,From descendants,"Papillary adenocarcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
44500049,From descendants,"Small cell carcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
44500117,From descendants,"Spindle cell carcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
44500142,From descendants,"Clear cell adenocarcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
44500402,From descendants,"Squamous cell carcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
44500654,From descendants,Adenosquamous carcinoma of gallbladder,Condition,ICDO3,standard,n,n
44500871,From descendants,"Adenocarcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
44501369,From descendants,"Epithelioid mesothelioma, malignant of gallbladder",Condition,ICDO3,standard,n,n
44501444,From descendants,Mucin-producing adenocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
44501557,From descendants,"Carcinoma, undifferentiated, NOS, of gallbladder",Condition,ICDO3,standard,n,n
44501570,From descendants,Cholangiocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
44502274,From descendants,"Adenocarcinoma, intestinal type of gallbladder",Condition,ICDO3,standard,n,n
44502473,From descendants,"Infiltrating duct carcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
44502542,From descendants,Mucinous adenocarcinoma of gallbladder,Condition,ICDO3,standard,n,n
44503068,From descendants,Pleomorphic carcinoma of gallbladder,Condition,ICDO3,standard,n,n
44503859,From descendants,"Carcinoma, NOS, of gallbladder",Condition,ICDO3,standard,n,n
607057,From initial search,Histologic grade of primary malignant neoplasm of gallbladder,Observation,SNOMED,standard,n,n
607710,From initial search,Presence of direct invasion by primary malignant neoplasm of gallbladder to nerve,Observation,SNOMED,standard,n,n
607711,From initial search,Anatomic location directly invaded by primary malignant neoplasm of gallbladder,Observation,SNOMED,standard,n,n
607712,From initial search,Presence of direct invasion by primary malignant neoplasm of gallbladder to lymphatic vessel and/or small blood vessel,Observation,SNOMED,standard,n,n
618650,From initial search,Presence of direct invasion by primary malignant neoplasm of prostate to neck of male bladder,Observation,SNOMED,standard,n,n
619811,From initial search,Histologic type of primary malignant neoplasm of gallbladder,Observation,SNOMED,standard,n,n
3187463,From initial search,Histologic type of primary malignant neoplasm of gallbladder,Observation,Nebraska Lexicon,standard,n,n
4329788,From initial search,Family history of malignant neoplasm of urinary bladder,Observation,SNOMED,standard,n,n
73153,From initial search,Malignant neoplasm of lateral wall of urinary bladder,Condition,SNOMED,standard,y,y
75756,From initial search,Malignant neoplasm of posterior wall of urinary bladder,Condition,SNOMED,standard,y,y
76924,From initial search,Primary malignant neoplasm of ureteric orifice of urinary bladder,Condition,SNOMED,standard,y,y
77812,From initial search,Malignant neoplasm of anterior wall of urinary bladder,Condition,SNOMED,standard,y,y
196360,From initial search,Primary malignant neoplasm of bladder,Condition,SNOMED,standard,y,y
435484,From initial search,Primary malignant neoplasm of trigone of urinary bladder,Condition,SNOMED,standard,y,y
436923,From initial search,Primary malignant neoplasm of urinary bladder neck,Condition,SNOMED,standard,y,y
4095168,From initial search,"Malignant neoplasm, overlapping lesion of bladder",Condition,SNOMED,standard,y,y
42709931,From initial search,Primary malignant neoplasm of dome of urinary bladder,Condition,SNOMED,standard,y,y
45765513,From initial search,Malignant neoplasm of augmented bladder,Condition,SNOMED,standard,y,y
36524538,From initial search,Papillary urothelial neoplasm of low malignant potential of trigone of bladder,Condition,ICDO3,standard,y,y
36525581,From initial search,Papillary urothelial neoplasm of low malignant potential of bladder neck,Condition,ICDO3,standard,y,y
36527516,From initial search,Papillary urothelial neoplasm of low malignant potential of posterior wall of bladder,Condition,ICDO3,standard,y,y
36556328,From initial search,Papillary urothelial neoplasm of low malignant potential of dome of bladder,Condition,ICDO3,standard,y,y
4162117,From initial search,Primary malignant neoplasm of apex of urinary bladder,Condition,SNOMED,standard,y,y
36540587,From initial search,Papillary urothelial neoplasm of low malignant potential of overlapping lesion of bladder,Condition,ICDO3,standard,y,y
40649300,From initial search,Primary malignant neoplasm of anterior wall of urinary bladder,Condition,SNOMED,standard,y,y
40650072,From initial search,Primary malignant neoplasm of lateral wall of urinary bladder,Condition,SNOMED,standard,y,y
40650479,From initial search,Primary malignant neoplasm of posterior wall of urinary bladder,Condition,SNOMED,standard,y,y
4230394,From initial search,Metastatic malignant neoplasm to apex of urinary bladder,Condition,SNOMED,standard,n,n
4230395,From initial search,Metastatic malignant neoplasm to dome of urinary bladder,Condition,SNOMED,standard,n,n
36519209,From initial search,"Papillary urothelial neoplasm of low malignant potential of bladder, NOS",Condition,ICDO3,standard,y,y
36549621,From initial search,Papillary urothelial neoplasm of low malignant potential of anterior wall of bladder,Condition,ICDO3,standard,y,y
36549901,From initial search,Papillary urothelial neoplasm of low malignant potential of lateral wall of bladder,Condition,ICDO3,standard,y,y
36553051,From initial search,"Neoplasm, malignant of overlapping lesion of bladder",Condition,ICDO3,standard,y,y
36524118,From descendants,Lymphoepithelial carcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36525075,From descendants,Mucin-producing adenocarcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36528682,From descendants,Basaloid carcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36529229,From descendants,Cloacogenic carcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36530413,From descendants,Mullerian mixed tumor of lateral wall of bladder,Condition,ICDO3,standard,y,y
36534757,From descendants,Superficial spreading adenocarcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36535351,From descendants,Adenocarcinoma with mixed subtypes of lateral wall of bladder,Condition,ICDO3,standard,y,y
36536170,From descendants,Adenocarcinoma in villous adenoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36537260,From descendants,Pleomorphic carcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36540227,From descendants,"Papillary adenocarcinoma, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
36541444,From descendants,Hepatoid adenocarcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36542961,From descendants,"Carcinoma, undifferentiated, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
36544268,From descendants,Myoepithelial carcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36546693,From descendants,"Carcinoma, anaplastic, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
36549496,From descendants,Scirrhous adenocarcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36554148,From descendants,"Epithelioma, malignant of lateral wall of bladder",Condition,ICDO3,standard,y,y
36554578,From descendants,"Solid carcinoma, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
36554861,From descendants,Schneiderian carcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
36556149,From descendants,"Medullary carcinoma, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
36561307,From descendants,"Metaplastic carcinoma, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
36562113,From descendants,"Verrucous carcinoma, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
36563720,From descendants,Carcinoma simplex of lateral wall of bladder,Condition,ICDO3,standard,y,y
44499969,From descendants,Mucinous adenocarcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
44500589,From descendants,Papillary urothelial carcinoma of lateral wall of bladder,Condition,ICDO3,standard,y,y
44502090,From descendants,"Urothelial carcinoma, micropapillary of lateral wall of bladder",Condition,ICDO3,standard,y,y
44502170,From descendants,"Adenocarcinoma, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
44502678,From descendants,"Carcinoma, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
44503005,From descendants,"Papillary carcinoma, NOS, of lateral wall of bladder",Condition,ICDO3,standard,y,y
36518794,From descendants,"Papillary adenocarcinoma, NOS, of posterior wall of bladder",Condition,ICDO3,standard,y,y
36519852,From descendants,"Epithelioma, malignant of posterior wall of bladder",Condition,ICDO3,standard,y,y
36521092,From descendants,Schneiderian carcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36521804,From descendants,"Verrucous carcinoma, NOS, of posterior wall of bladder",Condition,ICDO3,standard,y,y
36523047,From descendants,Cloacogenic carcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36524737,From descendants,Adenocarcinoma in villous adenoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36524757,From descendants,Myoepithelial carcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36531176,From descendants,Basaloid carcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36532534,From descendants,"Carcinoma, anaplastic, NOS, of posterior wall of bladder",Condition,ICDO3,standard,y,y
36540489,From descendants,Superficial spreading adenocarcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36545712,From descendants,Hepatoid adenocarcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36545916,From descendants,Lymphoepithelial carcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36548054,From descendants,Pleomorphic carcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36550512,From descendants,"Carcinoma, undifferentiated, NOS, of posterior wall of bladder",Condition,ICDO3,standard,y,y
36552224,From descendants,Carcinoma simplex of posterior wall of bladder,Condition,ICDO3,standard,y,y
36559955,From descendants,Scirrhous adenocarcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36561804,From descendants,Mucin-producing adenocarcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
36564342,From descendants,Mullerian mixed tumor of posterior wall of bladder,Condition,ICDO3,standard,y,y
36565312,From descendants,"Medullary carcinoma, NOS, of posterior wall of bladder",Condition,ICDO3,standard,y,y
36565837,From descendants,"Solid carcinoma, NOS, of posterior wall of bladder",Condition,ICDO3,standard,y,y
36567292,From descendants,Adenocarcinoma with mixed subtypes of posterior wall of bladder,Condition,ICDO3,standard,y,y
42512150,From descendants,Differentiated intraepithelial neoplasia of posterior wall of bladder,Condition,ICDO3,standard,y,y
44500407,From descendants,"Urothelial carcinoma, micropapillary of posterior wall of bladder",Condition,ICDO3,standard,y,y
44500917,From descendants,"Carcinoma, NOS, of posterior wall of bladder",Condition,ICDO3,standard,y,y
44501339,From descendants,Papillary urothelial carcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
44501485,From descendants,"Adenocarcinoma, NOS, of posterior wall of bladder",Condition,ICDO3,standard,y,y
44502779,From descendants,Mucinous adenocarcinoma of posterior wall of bladder,Condition,ICDO3,standard,y,y
44503006,From descendants,"Papillary carcinoma, NOS, of posterior wall of bladder",Condition,ICDO3,standard,y,y
601999,From descendants,Primary adenocarcinoma of anterior wall of urinary bladder,Condition,SNOMED,standard,y,y
36518900,From descendants,"Carcinoma, NOS, of anterior wall of bladder",Condition,ICDO3,standard,y,y
36525396,From descendants,Schneiderian carcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36532822,From descendants,Adenocarcinoma in villous adenoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36536373,From descendants,Mucinous adenocarcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36536669,From descendants,"Verrucous carcinoma, NOS, of anterior wall of bladder",Condition,ICDO3,standard,y,y
36539185,From descendants,Superficial spreading adenocarcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36539804,From descendants,Hepatoid adenocarcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36540761,From descendants,"Papillary adenocarcinoma, NOS, of anterior wall of bladder",Condition,ICDO3,standard,y,y
36540840,From descendants,Cloacogenic carcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36543056,From descendants,"Solid carcinoma, NOS, of anterior wall of bladder",Condition,ICDO3,standard,y,y
36545326,From descendants,"Medullary carcinoma, NOS, of anterior wall of bladder",Condition,ICDO3,standard,y,y
36547416,From descendants,Scirrhous adenocarcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36547796,From descendants,"Carcinoma, undifferentiated, NOS, of anterior wall of bladder",Condition,ICDO3,standard,y,y
36548057,From descendants,Carcinoma simplex of anterior wall of bladder,Condition,ICDO3,standard,y,y
36551891,From descendants,"Papillary carcinoma, NOS, of anterior wall of bladder",Condition,ICDO3,standard,y,y
36554358,From descendants,Pleomorphic carcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36554669,From descendants,Mucin-producing adenocarcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36554695,From descendants,"Carcinoma, anaplastic, NOS, of anterior wall of bladder",Condition,ICDO3,standard,y,y
36556745,From descendants,"Epithelioma, malignant of anterior wall of bladder",Condition,ICDO3,standard,y,y
36557965,From descendants,Myoepithelial carcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36559925,From descendants,Mullerian mixed tumor of anterior wall of bladder,Condition,ICDO3,standard,y,y
36561353,From descendants,Basaloid carcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
36561398,From descendants,Adenocarcinoma with mixed subtypes of anterior wall of bladder,Condition,ICDO3,standard,y,y
36563554,From descendants,Lymphoepithelial carcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
44500992,From descendants,"Urothelial carcinoma, micropapillary of anterior wall of bladder",Condition,ICDO3,standard,y,y
44501786,From descendants,"Adenocarcinoma, NOS, of anterior wall of bladder",Condition,ICDO3,standard,y,y
44502614,From descendants,Papillary urothelial carcinoma of anterior wall of bladder,Condition,ICDO3,standard,y,y
