concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept,include,prev
44499692,From descendants,Poorly differentiated thyroid carcinoma of thyroid gland,Condition,ICDO3,standard,y,y
44499967,From descendants,"Follicular adenocarcinoma, trabecular of thyroid gland",Condition,ICDO3,standard,y,y
44500065,From descendants,"Follicular adenocarcinoma, well differentiated of thyroid gland",Condition,ICDO3,standard,y,y
44500283,From descendants,"Papillary carcinoma, NOS, of thyroid gland",Condition,ICDO3,standard,y,y
44500451,From descendants,Mixed medullary-papillary carcinoma of thyroid gland,Condition,ICDO3,standard,y,y
44501146,From descendants,Papillary microcarcinoma of thyroid gland,Condition,ICDO3,standard,y,y
44501501,From descendants,"Papillary carcinoma, encapsulated, of thyroid of thyroid gland",Condition,ICDO3,standard,y,y
44501526,From descendants,Medullary thyroid carcinoma of thyroid gland,Condition,ICDO3,standard,y,y
44501764,From descendants,"Carcinoma, NOS, of thyroid gland",Condition,ICDO3,standard,y,y
44501796,From descendants,Adenocarcinoma with mixed subtypes of thyroid gland,Condition,ICDO3,standard,y,y
44501940,From descendants,Nonencapsulated sclerosing carcinoma of thyroid gland,Condition,ICDO3,standard,y,y
44502337,From descendants,"Papillary carcinoma, oncocytic variant of thyroid gland",Condition,ICDO3,standard,y,y
44502394,From descendants,"Follicular carcinoma, minimally invasive of thyroid gland",Condition,ICDO3,standard,y,y
44502820,From descendants,"Adenocarcinoma, NOS, of thyroid gland",Condition,ICDO3,standard,y,y
44503033,From descendants,Adenosquamous carcinoma of thyroid gland,Condition,ICDO3,standard,y,y
44503156,From descendants,"Papillary cystadenocarcinoma, NOS, of thyroid gland",Condition,ICDO3,standard,y,y
44503610,From descendants,Oxyphilic adenocarcinoma of thyroid gland,Condition,ICDO3,standard,y,y
46270966,From descendants,Diffuse sclerosing papillary thyroid carcinoma,Condition,SNOMED,standard,y,y
4307263,From orphan,Hurthle cell carcinoma of thyroid,Condition,SNOMED,standard,y,y
