concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept,include,prev
35621808,From descendants,Adenoid cystic carcinoma of cervix uteri,Condition,SNOMED,standard,n,n
35623818,From descendants,Primitive neuroectodermal tumor of corpus uteri,Condition,SNOMED,standard,n,n
35623819,From descendants,Primitive neuroectodermal tumor of cervix uteri,Condition,SNOMED,standard,n,n
36402419,From descendants,Differentiated intraepithelial neoplasia of exocervix,Condition,ICDO3,standard,n,n
36402443,From descendants,Differentiated intraepithelial neoplasia of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36402451,From descendants,"Papillary adenocarcinoma in situ, NOS, of endocervix",Condition,ICDO3,standard,n,n
36402507,From descendants,Differentiated intraepithelial neoplasia of endocervix,Condition,ICDO3,standard,n,n
36402510,From descendants,Differentiated intraepithelial neoplasia of cervix uteri,Condition,ICDO3,standard,n,n
36517328,From descendants,"Small cell carcinoma, fusiform cell of endocervix",Condition,ICDO3,standard,n,n
36517533,From descendants,Adenocarcinoma with apocrine metaplasia of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36517593,From descendants,Adenocarcinoma in villous adenoma of endocervix,Condition,ICDO3,standard,n,n
36517652,From descendants,"Choriocarcinoma, NOS, of isthmus uteri",Condition,ICDO3,standard,n,n
36517770,From descendants,Adenoid cystic carcinoma of endocervix,Condition,ICDO3,standard,n,n
36518099,From descendants,Mesodermal mixed tumor of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36518219,From descendants,"Adenocarcinoma, endocervical type, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36518509,From descendants,"Metaplastic carcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36518540,From descendants,Villous adenocarcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36518555,From descendants,"Spindle cell carcinoma, NOS, of endocervix",Condition,ICDO3,standard,n,n
36518634,From descendants,"Yolk sac tumor, NOS, of exocervix",Condition,ICDO3,standard,n,n
36518662,From descendants,Adenocarcinoma in villous adenoma of cervix uteri,Condition,ICDO3,standard,n,n
36519047,From descendants,Pleomorphic carcinoma of exocervix,Condition,ICDO3,standard,n,n
36519816,From descendants,Malignant histiocytosis of fundus uteri,Condition,ICDO3,standard,n,n
36519922,From descendants,"Carcinofibroma of uterus, NOS",Condition,ICDO3,standard,n,n
36519970,From descendants,Adenoid basal carcinoma of exocervix,Condition,ICDO3,standard,n,n
36520102,From descendants,"Epithelioma, malignant of exocervix",Condition,ICDO3,standard,n,n
36520162,From descendants,"Epithelioma, malignant of endocervix",Condition,ICDO3,standard,n,n
36520185,From descendants,Adenocarcinoma with cartilaginous and osseous metaplasia of exocervix,Condition,ICDO3,standard,n,n
36520492,From descendants,Myoepithelial carcinoma of endocervix,Condition,ICDO3,standard,n,n
36520773,From descendants,Malignant mastocytosis of exocervix,Condition,ICDO3,standard,n,n
36520787,From descendants,Hepatoid adenocarcinoma of endometrium,Condition,ICDO3,standard,y,y
36520791,From descendants,"Cribriform carcinoma, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36520855,From descendants,Superficial spreading adenocarcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36520914,From descendants,Adenocarcinoma in villous adenoma of exocervix,Condition,ICDO3,standard,n,n
36521105,From descendants,Mucinous adenocarcinoma of exocervix,Condition,ICDO3,standard,n,n
36521863,From descendants,"Neoplasm, malignant of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36522147,From descendants,"Small cell carcinoma, NOS, of endocervix",Condition,ICDO3,standard,n,n
36522633,From descendants,"Papillary carcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36522858,From descendants,Adenocarcinoma with cartilaginous and osseous metaplasia of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36522913,From descendants,"Serous carcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36523546,From descendants,"Papillary adenocarcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36523770,From descendants,Malignant histiocytosis of myometrium,Condition,ICDO3,standard,n,n
36523806,From descendants,Malignant mastocytosis of endometrium,Condition,ICDO3,standard,n,n
36524430,From descendants,"Malignant mastocytosis of uterus, NOS",Condition,ICDO3,standard,n,n
36524489,From descendants,Scirrhous adenocarcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36524510,From descendants,Adenocarcinoma with mixed subtypes of exocervix,Condition,ICDO3,standard,n,n
36524733,From descendants,"Carcinoma, anaplastic, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
36525427,From descendants,Cloacogenic carcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36525479,From descendants,"Cribriform carcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36525647,From descendants,Mucinous adenocarcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36525725,From descendants,Myoepithelial carcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36525764,From descendants,"Yolk sac tumor, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
36525787,From descendants,Lymphoepithelial carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36526003,From descendants,Adenocarcinoma in tubulovillous adenoma of endocervix,Condition,ICDO3,standard,n,n
36526010,From descendants,Basaloid carcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36526142,From descendants,"Trophoblastic tumor, epithelioid of myometrium",Condition,ICDO3,standard,n,n
36526213,From descendants,"Metaplastic carcinoma, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36526293,From descendants,"Metaplastic carcinoma, NOS, of endocervix",Condition,ICDO3,standard,n,n
36526432,From descendants,"Adenocarcinoma, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36526636,From descendants,"Malignant histiocytosis of uterus, NOS",Condition,ICDO3,standard,n,n
36526855,From descendants,Adenocarcinoma with squamous metaplasia of cervix uteri,Condition,ICDO3,standard,n,n
36526986,From descendants,Papillary squamous cell carcinoma of endocervix,Condition,ICDO3,standard,n,n
36527277,From descendants,"Malignant peripheral nerve sheath tumor, NOS, of exocervix",Condition,ICDO3,standard,n,n
36527375,From descendants,"Small cell carcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36527403,From descendants,Villous adenocarcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36527553,From descendants,Adenosquamous carcinoma of exocervix,Condition,ICDO3,standard,n,n
36527887,From descendants,"Solitary fibrous tumor, malignant of overlapping lesion of corpus uteri",Condition,ICDO3,standard,n,n
36527940,From descendants,"Mesonephroma, malignant of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36528429,From descendants,Basal cell adenocarcinoma of endocervix,Condition,ICDO3,standard,n,n
36528777,From descendants,Pleomorphic carcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36528786,From descendants,Adenocarcinoma with squamous metaplasia of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36528819,From descendants,Malignant histiocytosis of exocervix,Condition,ICDO3,standard,n,n
36529122,From descendants,"Solitary fibrous tumor, malignant of cervix uteri",Condition,ICDO3,standard,n,n
36529154,From descendants,Adenocarcinoma with squamous metaplasia of exocervix,Condition,ICDO3,standard,n,n
36529188,From descendants,Epithelial-myoepithelial carcinoma of exocervix,Condition,ICDO3,standard,n,n
36529394,From descendants,Adenocarcinoma in tubulovillous adenoma of exocervix,Condition,ICDO3,standard,n,n
36529401,From descendants,Villous adenocarcinoma of endocervix,Condition,ICDO3,standard,n,n
36529701,From descendants,"Epithelioma, malignant of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36529775,From descendants,Basaloid carcinoma of exocervix,Condition,ICDO3,standard,n,n
36530052,From descendants,"Large cell carcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36530448,From descendants,Superficial spreading adenocarcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36530518,From descendants,Adenosquamous carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36530971,From descendants,"Malignant peripheral nerve sheath tumor, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36531205,From descendants,"Carcinoma, anaplastic, NOS, of exocervix",Condition,ICDO3,standard,n,n
36532010,From descendants,"Papillary carcinoma, NOS, of endocervix",Condition,ICDO3,standard,n,n
36532398,From descendants,Cloacogenic carcinoma of exocervix,Condition,ICDO3,standard,n,n
36532406,From descendants,Mesodermal mixed tumor of myometrium,Condition,ICDO3,standard,n,n
36532541,From descendants,"Endometrioid adenocarcinoma, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36533229,From descendants,Adenocarcinoma with squamous metaplasia of endocervix,Condition,ICDO3,standard,n,n
36533285,From descendants,"Adenocarcinoma, endocervical type, NOS, of exocervix",Condition,ICDO3,standard,n,n
36533944,From descendants,Mullerian mixed tumor of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36534520,From descendants,Malignant mastocytosis of myometrium,Condition,ICDO3,standard,n,n
36534927,From descendants,Mesodermal mixed tumor of fundus uteri,Condition,ICDO3,standard,n,n
36534969,From descendants,Basal cell adenocarcinoma of exocervix,Condition,ICDO3,standard,n,n
36535163,From descendants,Mesodermal mixed tumor of exocervix,Condition,ICDO3,standard,n,n
36535231,From descendants,"Verrucous carcinoma, NOS, of endocervix",Condition,ICDO3,standard,n,n
36536045,From descendants,Glassy cell carcinoma of exocervix,Condition,ICDO3,standard,n,n
36536270,From descendants,Malignant mastocytosis of cervix uteri,Condition,ICDO3,standard,n,n
36536419,From descendants,"Trophoblastic tumor, epithelioid of corpus uteri",Condition,ICDO3,standard,n,n
36536620,From descendants,Adenocarcinoma with apocrine metaplasia of exocervix,Condition,ICDO3,standard,n,n
36536778,From descendants,"Cribriform carcinoma, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
36537204,From descendants,Polygonal cell carcinoma of endocervix,Condition,ICDO3,standard,n,n
36537532,From descendants,Malignant histiocytosis of cervix uteri,Condition,ICDO3,standard,n,n
36537751,From descendants,Glassy cell carcinoma of endocervix,Condition,ICDO3,standard,n,n
36537803,From descendants,Adenoid cystic carcinoma of exocervix,Condition,ICDO3,standard,n,n
36537946,From descendants,Mucoepidermoid carcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36537954,From descendants,Carcinofibroma of endometrium,Condition,ICDO3,standard,n,n
36538706,From descendants,"Verrucous carcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36538881,From descendants,"Solitary fibrous tumor, malignant of fundus uteri",Condition,ICDO3,standard,n,n
36538994,From descendants,Scirrhous adenocarcinoma of exocervix,Condition,ICDO3,standard,n,n
36539377,From descendants,Myoepithelial carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36539488,From descendants,"Squamous cell carcinoma, adenoid of endocervix",Condition,ICDO3,standard,n,n
36539548,From descendants,Scirrhous adenocarcinoma of endocervix,Condition,ICDO3,standard,n,n
36539572,From descendants,Adenoid cystic carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36539625,From descendants,Malignant histiocytosis of overlapping lesion of corpus uteri,Condition,ICDO3,standard,n,n
36540519,From descendants,Villous adenocarcinoma of exocervix,Condition,ICDO3,standard,n,n
36541321,From descendants,"Squamous cell carcinoma, adenoid of exocervix",Condition,ICDO3,standard,n,n
36541523,From descendants,"Mesonephroma, malignant of myometrium",Condition,ICDO3,standard,n,n
36541606,From descendants,"Solitary fibrous tumor, malignant of corpus uteri",Condition,ICDO3,standard,n,n
36541668,From descendants,Adenocarcinoma with apocrine metaplasia of endocervix,Condition,ICDO3,standard,n,n
36541825,From descendants,"Carcinoma, anaplastic, NOS, of endocervix",Condition,ICDO3,standard,n,n
36542205,From descendants,"Mucinous carcinoma, gastric type of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36542380,From descendants,Epithelial-myoepithelial carcinoma of endocervix,Condition,ICDO3,standard,n,n
36542836,From descendants,"Solitary fibrous tumor, malignant of uterus, NOS",Condition,ICDO3,standard,n,n
36542893,From descendants,"Carcinoma, undifferentiated, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
36543011,From descendants,Lymphoepithelial carcinoma of endocervix,Condition,ICDO3,standard,n,n
36543067,From descendants,"Solitary fibrous tumor, malignant of endocervix",Condition,ICDO3,standard,n,n
36544039,From descendants,"Mesonephroma, malignant of overlapping lesion of corpus uteri",Condition,ICDO3,standard,n,n
36544422,From descendants,"Epithelioma, malignant of cervix uteri",Condition,ICDO3,standard,n,n
36545225,From descendants,Mucin-producing adenocarcinoma of exocervix,Condition,ICDO3,standard,n,n
36545512,From descendants,Mucoepidermoid carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36546305,From descendants,Adenocarcinoma with mixed subtypes of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36546369,From descendants,"Choriocarcinoma, NOS, of overlapping lesion of corpus uteri",Condition,ICDO3,standard,n,n
36546949,From descendants,Mixed cell adenocarcinoma of exocervix,Condition,ICDO3,standard,n,n
36547743,From descendants,Malignant mastocytosis of corpus uteri,Condition,ICDO3,standard,n,n
36548332,From descendants,"Trophoblastic tumor, epithelioid of overlapping lesion of corpus uteri",Condition,ICDO3,standard,n,n
36548661,From descendants,"Large cell carcinoma, NOS, of endocervix",Condition,ICDO3,standard,n,n
36548845,From descendants,"Carcinoma, undifferentiated, NOS, of exocervix",Condition,ICDO3,standard,n,n
36549343,From descendants,Schneiderian carcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36549835,From descendants,"Malignant peripheral nerve sheath tumor, NOS, of endocervix",Condition,ICDO3,standard,n,n
36549951,From descendants,"Carcinoma, anaplastic, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36549992,From descendants,"Spindle cell carcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36550404,From descendants,Basaloid squamous cell carcinoma of exocervix,Condition,ICDO3,standard,n,n
36550449,From descendants,Mullerian mixed tumor of exocervix,Condition,ICDO3,standard,n,n
36550492,From descendants,Adenocarcinoma with mixed subtypes of endocervix,Condition,ICDO3,standard,n,n
36550604,From descendants,"Mesonephroma, malignant of endometrium",Condition,ICDO3,standard,n,n
36550871,From descendants,Adenocarcinoma in villous adenoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36551040,From descendants,"Yolk sac tumor, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36551773,From descendants,Basaloid carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36551950,From descendants,"Papillary carcinoma, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36552070,From descendants,Myoepithelial carcinoma of exocervix,Condition,ICDO3,standard,n,n
36552140,From descendants,Basaloid carcinoma of endocervix,Condition,ICDO3,standard,n,n
36552176,From descendants,Mucoepidermoid carcinoma of exocervix,Condition,ICDO3,standard,n,n
36552219,From descendants,"Endometrioid adenocarcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36552380,From descendants,"Solitary fibrous tumor, malignant of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36552683,From descendants,"Clear cell adenocarcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36552869,From descendants,Epithelial-myoepithelial carcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36553067,From descendants,Pleomorphic carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36553416,From descendants,"Adenocarcinoma, NOS, of exocervix",Condition,ICDO3,standard,n,n
36553466,From descendants,Malignant mastocytosis of endocervix,Condition,ICDO3,standard,n,n
36553746,From descendants,Malignant histiocytosis of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36554506,From descendants,"Mucinous carcinoma, gastric type of exocervix",Condition,ICDO3,standard,n,n
36554539,From descendants,Malignant histiocytosis of endometrium,Condition,ICDO3,standard,n,n
36554630,From descendants,Adenoid basal carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36554879,From descendants,"Carcinoma, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36555236,From descendants,Mucin-producing adenocarcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36556090,From descendants,Schneiderian carcinoma of endocervix,Condition,ICDO3,standard,n,n
36556610,From descendants,Malignant mastocytosis of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36557284,From descendants,"Solitary fibrous tumor, malignant of myometrium",Condition,ICDO3,standard,n,n
36557454,From descendants,Lymphoepithelial carcinoma of exocervix,Condition,ICDO3,standard,n,n
36557622,From descendants,Polygonal cell carcinoma of exocervix,Condition,ICDO3,standard,n,n
36557961,From descendants,Mucin-producing adenocarcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36557981,From descendants,Schneiderian carcinoma of exocervix,Condition,ICDO3,standard,n,n
36558221,From descendants,"Mesonephroma, malignant of exocervix",Condition,ICDO3,standard,n,n
36558286,From descendants,"Endometrioid adenofibroma, malignant of fundus uteri",Condition,ICDO3,standard,n,n
36558309,From descendants,Adenocarcinoma with cartilaginous and osseous metaplasia of cervix uteri,Condition,ICDO3,standard,n,n
36558316,From descendants,Pleomorphic carcinoma of endocervix,Condition,ICDO3,standard,n,n
36558413,From descendants,Basaloid squamous cell carcinoma of endocervix,Condition,ICDO3,standard,n,n
36558769,From descendants,Mesodermal mixed tumor of overlapping lesion of corpus uteri,Condition,ICDO3,standard,n,n
36559112,From descendants,Schneiderian carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36559218,From descendants,"Adenocarcinoma, intestinal type of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36559251,From descendants,"Verrucous carcinoma, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36559318,From descendants,Scirrhous adenocarcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36559511,From descendants,"Squamous cell carcinoma, spindle cell of exocervix",Condition,ICDO3,standard,n,n
36559724,From descendants,"Choriocarcinoma, NOS, of fundus uteri",Condition,ICDO3,standard,n,n
36559824,From descendants,Epithelial-myoepithelial carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36559919,From descendants,Malignant mastocytosis of overlapping lesion of corpus uteri,Condition,ICDO3,standard,n,n
36559954,From descendants,"Yolk sac tumor, NOS, of endocervix",Condition,ICDO3,standard,n,n
36560209,From descendants,Lymphoepithelial carcinoma of cervix uteri,Condition,ICDO3,standard,n,n
36560719,From descendants,"Mesonephroma, malignant of uterus, NOS",Condition,ICDO3,standard,n,n
36560812,From descendants,"Cribriform carcinoma, NOS, of endocervix",Condition,ICDO3,standard,n,n
36561297,From descendants,"Mesonephroma, malignant of corpus uteri",Condition,ICDO3,standard,n,n
36561517,From descendants,"Squamous cell carcinoma, spindle cell of endocervix",Condition,ICDO3,standard,n,n
36561543,From descendants,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36561628,From descendants,Cloacogenic carcinoma of overlapping lesion of cervix uteri,Condition,ICDO3,standard,n,n
36562778,From descendants,Mucoepidermoid carcinoma of endocervix,Condition,ICDO3,standard,n,n
36563140,From descendants,Malignant histiocytosis of endocervix,Condition,ICDO3,standard,n,n
36563823,From descendants,"Malignant peripheral nerve sheath tumor, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
36563948,From descendants,Adenocarcinoma with apocrine metaplasia of cervix uteri,Condition,ICDO3,standard,n,n
36563967,From descendants,Superficial spreading adenocarcinoma of exocervix,Condition,ICDO3,standard,n,n
36564352,From descendants,"Carcinoma, undifferentiated, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36564634,From descendants,"Papillary adenocarcinoma, NOS, of overlapping lesion of cervix uteri",Condition,ICDO3,standard,n,n
36564738,From descendants,Malignant mastocytosis of fundus uteri,Condition,ICDO3,standard,n,n
36565065,From descendants,Adenocarcinoma with cartilaginous and osseous metaplasia of endocervix,Condition,ICDO3,standard,n,n
36565701,From descendants,"Verrucous carcinoma, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
36565905,From descendants,"Papillary carcinoma, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
36566136,From descendants,"Solitary fibrous tumor, malignant of endometrium",Condition,ICDO3,standard,n,n
36566481,From descendants,Cloacogenic carcinoma of endocervix,Condition,ICDO3,standard,n,n
36566916,From descendants,Superficial spreading adenocarcinoma of endocervix,Condition,ICDO3,standard,n,n
36567466,From descendants,"Adenocarcinoma, intestinal type of exocervix",Condition,ICDO3,standard,n,n
36567583,From descendants,"Small cell carcinoma, fusiform cell of exocervix",Condition,ICDO3,standard,n,n
36567643,From descendants,"Trophoblastic tumor, epithelioid of fundus uteri",Condition,ICDO3,standard,n,n
37016123,From descendants,Primary malignant mixed Mullerian neoplasm of endometrium,Condition,SNOMED,standard,y,y
37016238,From descendants,Primary adenocarcinoma of cervix uteri,Condition,SNOMED,standard,n,n
37016242,From descendants,Primary adenocarcinoma of endocervix,Condition,SNOMED,standard,n,n
37116830,From descendants,Invasive carcinoma of uterine cervix co-occurrent with human immunodeficiency virus infection,Condition,SNOMED,standard,n,n
42511827,From descendants,"Yolk sac tumor, NOS, of endometrium",Condition,ICDO3,standard,n,n
42512053,From descendants,"Hemangiopericytoma, malignant of uterus, NOS",Condition,ICDO3,standard,n,n
42512303,From descendants,Gastrointestinal stromal tumor of overlapping lesion of corpus uteri,Condition,ICDO3,standard,n,n
42512369,From descendants,"Perivascular epithelioid tumor, malignant of uterus, NOS",Condition,ICDO3,standard,n,n
42512458,From descendants,Combined small cell carcinoma of endocervix,Condition,ICDO3,standard,n,n
42512540,From descendants,"Malignant fibrous histiocytoma of uterus, NOS",Condition,ICDO3,standard,n,n
42512738,From descendants,"Choriocarcinoma, NOS, of uterus, NOS",Condition,ICDO3,standard,n,n
42512963,From descendants,"Rhabdoid tumor, NOS, of endometrium",Condition,ICDO3,standard,n,n
42512980,From descendants,"Paget disease, extramammary of cervix uteri",Condition,ICDO3,standard,n,n
44498977,From descendants,"Choriocarcinoma, NOS, of corpus uteri",Condition,ICDO3,standard,n,n
44499445,From descendants,Mucin-producing adenocarcinoma of endocervix,Condition,ICDO3,standard,n,n
44499507,From descendants,"Papillary adenocarcinoma, NOS, of endocervix",Condition,ICDO3,standard,n,n
44499509,From descendants,"Endometrioid adenocarcinoma, NOS, of endocervix",Condition,ICDO3,standard,n,n
44499527,From descendants,Mesodermal mixed tumor of corpus uteri,Condition,ICDO3,standard,n,n
44499647,From descendants,Low grade serous carcinoma of endocervix,Condition,ICDO3,standard,n,n
44499746,From descendants,"Serous carcinoma, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
44499749,From descendants,Mucinous adenocarcinoma of cervix uteri,Condition,ICDO3,standard,n,n
44499910,From descendants,"Mesonephroma, malignant of endocervix",Condition,ICDO3,standard,n,n
44499983,From descendants,Mullerian mixed tumor of corpus uteri,Condition,ICDO3,standard,n,n
44500091,From descendants,Mullerian mixed tumor of endocervix,Condition,ICDO3,standard,n,n
44500143,From descendants,"Adenocarcinoma, endocervical type, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
44500146,From descendants,Mucinous adenocarcinoma of endocervix,Condition,ICDO3,standard,n,n
44500258,From descendants,"Mucinous carcinoma, gastric type of endocervix",Condition,ICDO3,standard,n,n
44500269,From descendants,Mesodermal mixed tumor of endocervix,Condition,ICDO3,standard,n,n
44500296,From descendants,Adenocarcinoma with mixed subtypes of cervix uteri,Condition,ICDO3,standard,n,n
