"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
1635440,"From initial search","AJCC/UICC 6th pathological Stage 3C","Measurement","Cancer Modifier","standard"
1635455,"From initial search","AJCC/UICC post therapy clinical Stage 3C","Measurement","Cancer Modifier","standard"
1635477,"From initial search","AJCC/UICC 6th post therapy clinical Stage 3A","Measurement","Cancer Modifier","standard"
1635533,"From initial search","AJCC/UICC 8th clinical Stage 3D","Measurement","Cancer Modifier","standard"
1635566,"From initial search","AJCC/UICC pathological Stage 3","Measurement","Cancer Modifier","standard"
1635602,"From initial search","AJCC/UICC 7th pathological Stage 3B","Measurement","Cancer Modifier","standard"
1635674,"From initial search","AJCC/UICC post therapy pathological Stage 3B","Measurement","Cancer Modifier","standard"
1635728,"From initial search","AJCC/UICC 6th clinical Stage 3B","Measurement","Cancer Modifier","standard"
1635761,"From initial search","AJCC/UICC 7th clinical Stage 3C","Measurement","Cancer Modifier","standard"
1635764,"From initial search","AJCC/UICC clinical Stage 3B","Measurement","Cancer Modifier","standard"
1635848,"From initial search","AJCC/UICC 6th clinical Stage 3","Measurement","Cancer Modifier","standard"
1635855,"From initial search","AJCC/UICC Stage 3A","Measurement","Cancer Modifier","standard"
1635862,"From initial search","AJCC/UICC 6th pathological Stage 3A","Measurement","Cancer Modifier","standard"
