"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
36564577,"From descendants","Duct carcinoma, desmoplastic type of prostate gland","Condition","ICDO3","standard"
36566340,"From descendants","Medullary carcinoma, NOS, of prostate gland","Condition","ICDO3","standard"
36566722,"From descendants","Carcinoma, anaplastic, NOS, of prostate gland","Condition","ICDO3","standard"
37016740,"From descendants","Prostate cancer metastatic to bone","Condition","SNOMED","standard"
37311236,"From descendants","Infiltrating duct carcinoma of prostate","Condition","SNOMED","standard"
42511841,"From descendants","Extra-adrenal paraganglioma, NOS, of prostate gland","Condition","ICDO3","standard"
42512260,"From descendants","Sebaceous carcinoma of prostate gland","Condition","ICDO3","standard"
42512377,"From descendants","Paget disease, extramammary of prostate gland","Condition","ICDO3","standard"
42512655,"From descendants","Mixed acinar-ductal carcinoma of prostate gland","Condition","ICDO3","standard"
44499514,"From descendants","Infiltrating duct carcinoma, NOS, of prostate gland","Condition","ICDO3","standard"
44499641,"From descendants","Papillary adenocarcinoma, NOS, of prostate gland","Condition","ICDO3","standard"
44499685,"From descendants","Adenocarcinoma, NOS, of prostate gland","Condition","ICDO3","standard"
44499712,"From descendants","Carcinoma, undifferentiated, NOS, of prostate gland","Condition","ICDO3","standard"
44499734,"From descendants","Papillary urothelial carcinoma of prostate gland","Condition","ICDO3","standard"
44500595,"From descendants","Adenocarcinoma with mixed subtypes of prostate gland","Condition","ICDO3","standard"
44501350,"From descendants","Mucinous adenocarcinoma of prostate gland","Condition","ICDO3","standard"
44501528,"From descendants","Mucin-producing adenocarcinoma of prostate gland","Condition","ICDO3","standard"
44501544,"From descendants","Hemangiopericytoma, malignant of prostate gland","Condition","ICDO3","standard"
44503133,"From descendants","Carcinoma, NOS, of prostate gland","Condition","ICDO3","standard"
44503145,"From descendants","Cribriform carcinoma, NOS, of prostate gland","Condition","ICDO3","standard"
44503555,"From descendants","Intraductal papillary adenocarcinoma with invasion of prostate gland","Condition","ICDO3","standard"
44503558,"From descendants","Adenosquamous carcinoma of prostate gland","Condition","ICDO3","standard"
764971,"From descendants","Prostate cancer metastatic to eye","Condition","SNOMED","standard"
4141960,"From descendants","Hormone refractory prostate cancer","Condition","SNOMED","standard"
4283738,"From descendants","Malignant tumor involving prostate by direct extension from bladder","Condition","SNOMED","standard"
36540985,"From descendants","Choriocarcinoma, NOS, of prostate gland","Condition","ICDO3","standard"
36544648,"From descendants","Yolk sac tumor, NOS, of prostate gland","Condition","ICDO3","standard"
36547431,"From descendants","Seminoma, NOS, of prostate gland","Condition","ICDO3","standard"
36554563,"From descendants","Teratocarcinoma of prostate gland","Condition","ICDO3","standard"
36684947,"From descendants","Metastatic castration-resistant prostate cancer","Condition","SNOMED","standard"
36716186,"From descendants","Hormone sensitive prostate cancer","Condition","SNOMED","standard"
37395835,"From descendants","Familial prostate cancer","Condition","SNOMED","standard"
608748,"From initial search","Percentage of primary malignant neoplasm of prostate in resected prostate specimen","Observation","SNOMED","standard"
618650,"From initial search","Presence of direct invasion by primary malignant neoplasm of prostate to neck of male bladder","Observation","SNOMED","standard"
619810,"From initial search","Histologic type of primary malignant neoplasm of prostate","Observation","SNOMED","standard"
4297952,"From initial search","Presence of direct invasion by primary malignant neoplasm of prostate to periprostatic tissue","Observation","SNOMED","standard"
3181293,"From initial search","Histologic type of primary malignant neoplasm of prostate","Observation","Nebraska Lexicon","standard"
602144,"From initial search","Presence of direct invasion by primary malignant neoplasm of prostate to seminal vesicle","Observation","SNOMED","standard"
602258,"From initial search","Anatomic location directly invaded by primary malignant neoplasm of prostate","Observation","SNOMED","standard"
602259,"From initial search","Gleason pattern of primary malignant neoplasm of prostate at surgical margin of prostatectomy specimen","Observation","SNOMED","standard"
602269,"From initial search","Histologic grade of primary malignant neoplasm of prostate by International Society of Urological Pathology technique","Observation","SNOMED","standard"
43531388,"From initial search","Educated about screening for malignant neoplasm of prostate","Observation","SNOMED","standard"
